longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the large-capitalization segment of the U.S. equity market.",86400,2,70.8,69.72,69.47,70.61,70.8,69.72,69.47,70.61,27.676317,10044712,10044712,6845185,7199360,7199360,70.64,70.64,1200,3100,0.0128,53511114752,57.67,71.85,70.2898,66.0863,,,71.5266,USD,Large Blend,0.0372788,1.0,SPDR State Street Global Advisors,1131408000,Exchange Traded Fund,0.13115281,0.1488762,PCX,ETF,SPLG,SPLG,SPDR Portfolio S&P 500 ETF,SPDR Portfolio S&P 500 ETF,1132065000,America/New_York,EST,d13fab23-32fe-301b-9d04-fa234fdc8c43,finmb_25497858,-18000000,,,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted, market capitalization-weighted index designed to measure large- and mid-capitalization equity market performance of developed markets outside of the U.S. and Canada.",86400,2,79.24,77.91,77.6476,78.79,79.24,77.91,77.6476,78.79,16.841425,14955578,14955578,12590308,11067840,11067840,78.52,81.11,1000,1000,0.0324,53095727104,73.91,84.56,77.5576,79.4769,1.761,0.022223625,79.21105,USD,Foreign Large Blend,0.0478773,1.07,iShares,997747200,Exchange Traded Fund,0.046176802,0.0567848,PCX,ETF,EFA,EFA,iShares MSCI EAFE ETF,iShares MSCI EAFE ETF,998919000,America/New_York,EST,295e051a-b466-35f1-a47a-f082cf335405,finmb_8797589,-18000000,,1-800-474-2737,,,,,
"The fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Financial companies by the Global Industry Classification Standard, including securities of companies from the following industries: financial services; insurance; banks; capital markets; mortgage real estate investment trusts; and consumer finance. The fund is non-diversified.",86400,2,51.47,50.75,50.4125,51.395,51.47,50.75,50.4125,51.395,18.148952,77323424,77323424,43243848,43520410,43520410,51.5,51.57,21500,41800,0.014199999,48230633472,38.42,52.04,49.6938,45.13865,0.58,0.0112687,50.83264,USD,Financial,0.0521415,1.02,SPDR State Street Global Advisors,913766400,Exchange Traded Fund,0.11925589,0.13055101,PCX,ETF,XLF,XLF,SPDR Select Sector Fund - Finan,The Financial Select Sector SPDR Fund,914337000,America/New_York,EST,8c79bf33-80b0-3f96-8327-6dc8d8f35dd0,finmb_8795483,-18000000,,,,,,,
"To pursue its goal, the fund generally invests in stocks that are included in the Dow Jones U.S. Large-Cap Total Stock Market Index. The index includes the large-cap portion of the Dow Jones U.S. Total Stock Market Index actually available to investors in the marketplace. The Dow Jones U.S. Large-Cap Total Stock Market Index includes the components ranked 1-750 by full market capitalization. The index is a float-adjusted market capitalization weighted index. The fund is non-diversified.",86400,2,23.87,23.49,23.4218,23.82,23.87,23.49,23.4218,23.82,27.567238,14794694,14794694,7526176,9607210,9607210,23.79,23.94,43500,29200,0.012200001,51518398464,19.35,66.02,23.6784,22.41045,,,24.12,USD,Large Blend,0.040983602,1.02,Schwab ETFs,1257206400,Exchange Traded Fund,0.1296467,0.1476386,PCX,ETF,SCHX,SCHX,Schwab U.S. Large-Cap ETF,Schwab U.S. Large-Cap ETF,1257258600,America/New_York,EST,19ff9466-4405-3f0a-a1bf-700d9164c053,finmb_79112209,-18000000,,1-800-435-4000,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is based on a traditional market capitalization-weighted parent index, the MSCI USA Index.",86400,2,183.36,180.63,180.24,183.27,183.36,180.63,180.24,183.27,28.796955,1249752,1249752,1170188,1428280,1428280,173.54,184.58,2200,2200,0.010199999,49470693376,153.38,187.26,182.0172,174.6239,,,184.084,USD,Large Blend,0.033805,1.05,iShares,1373932800,Exchange Traded Fund,0.1317557,0.1385768,BTS,ETF,QUAL,QUAL,iShares MSCI USA Quality Factor,iShares MSCI USA Quality Factor ETF,1374154200,America/New_York,EST,4beb4298-a27d-31f6-9027-5b529f29e111,finmb_240359439,-18000000,,1-800-474-2737,,,,,
"The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 5-10 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities between 5 and 10 years. Under normal circumstances, at least 80% of the fund's assets will be invested in bonds included in the index.",86400,2,80.4871,80.5,80.3647,80.73,80.4871,80.5,80.3647,80.73,,6836515,6836515,6209191,6099180,6099180,80.48,80.49,200,100,0.044299997,50275291136,77.8,84.26,80.8342,81.13125,,,80.35,USD,Corporate Bond,0.0018686999,1.18,Vanguard,1258588800,Exchange Traded Fund,-0.0034746,0.0055779,NGM,ETF,VCIT,VCIT,Vanguard Intermediate-Term Corp,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,1258986600,America/New_York,EST,d9aa7f00-6b01-3c70-b781-247b94e64e74,finmb_81833927,-18000000,,,,,,,
"The fund employs an indexing investment approach designed to track the performance of the FTSE Global All Cap Index. The advisor attempts to sample the target index by investing all, or substantially all, of its assets in common stocks in the index and by holding a representative sample of securities that resembles the full index in terms of key risk factors and other characteristics.",86400,2,121.07,119.22,118.8293,120.565,121.07,119.22,118.8293,120.565,21.466972,2277007,2277007,1977958,2100510,2100510,120.5,121.25,800,2900,0.0195,54585819136,103.44,123.64,120.16,115.9361,,,121.96,USD,Global Large-Stock Blend,0.0376234,1.02,Vanguard,1214265600,Exchange Traded Fund,0.08759949,0.1051818,PCX,ETF,VT,VT,Vanguard Total World Stock Inde,Vanguard Total World Stock Index Fund ETF Shares,1214487000,America/New_York,EST,072bfacf-555f-3e9a-8cd1-62a180ff0ac4,finmb_54557766,-18000000,,,,,,,
"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. (“Nasdaq” or the “index provider”) compiles, maintains and calculates the underlying index, which includes securities of 100 of the largest domestic and international nonfinancial companies listed on The Nasdaq Stock Market LLC based on market capitalization. It is non-diversified.",86400,2,214.99,211.42,210.42,214.415,214.99,211.42,210.42,214.415,34.499317,2436635,2436635,1986643,2571850,2571850,213.15,213.47,100,100,0.0061000003,38984974336,169.96,221.92,213.3322,198.7232,,,218.07,USD,Large Growth,0.0361131,1.18,Invesco,1602547200,Exchange Traded Fund,0.1532287,,NGM,ETF,QQQM,QQQM,Invesco NASDAQ 100 ETF,Invesco NASDAQ 100 ETF,1602595800,America/New_York,EST,15694094-6723-334f-b788-c0f21c721879,finmb_685319703,-18000000,,,,,,,
"The index is comprised of large and mid capitalization companies in developed countries outside the United States, as defined by the index provider. The index defines the large and mid capitalization universe as approximately the top 90% of the eligible universe. The fund will invest at least 90% of its net assets in stocks, including depositary receipts representing securities of the index; such depositary receipts may be in the form of American Depositary Receipts, Global Depositary Receipts and European Depositary Receipts.",86400,2,19.32,18.98,18.9401,19.22,19.32,18.98,18.9401,19.22,16.310959,17680750,17680750,9496518,8690760,8690760,18.84,19.3,3000,47300,0.0325,39902007296,18.08,40.66,19.0538,19.614025,,,19.35,USD,Foreign Large Blend,0.0459459,1.03,Schwab ETFs,1257206400,Exchange Traded Fund,0.0423647,0.057957303,PCX,ETF,SCHF,SCHF,Schwab International Equity ETF,Schwab International Equity ETF,1257258600,America/New_York,EST,51491afa-e2f9-3086-b689-92db7bcaa9b0,finmb_79112233,-18000000,,1-800-435-4000,,,,,
"The fund employs an indexing investment approach designed to track the performance of the CRSP US Large Cap Index, a broadly diversified index of large U.S. companies representing approximately the top 85% of the U.S. market capitalization. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",86400,2,277.77,273.13,272.5692,277.1186,277.77,273.13,272.5692,277.1186,28.002594,354756,354756,345763,227340,227340,276.32,282.22,800,800,0.0124,56778584064,225.3,281.58,275.2532,258.1176,2.623,0.009443064,280.33,USD,Large Blend,0.0394142,1.01,Vanguard,1075161600,Exchange Traded Fund,0.1303422,0.1485063,PCX,ETF,VV,VV,Vanguard Large-Cap ETF,Vanguard Large Cap Index Fund,1075473000,America/New_York,EST,c0055fa4-cdc1-3a26-90bf-ee3643413a7d,finmb_22939695,-18000000,,800-523-1036,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",86400,2,332.16,326.71,325.88,331.225,332.16,326.71,325.88,331.225,27.209705,750253,750253,1063190,765120,765120,329.44,330.37,800,800,0.0114,40095211520,269.24,336.61,329.1032,308.3652,2.889,0.008697615,335.24597,USD,Large Blend,0.0403837,1.01,iShares,958348800,Exchange Traded Fund,0.1271381,0.14546171,PCX,ETF,IWB,IWB,iShares Russell 1000 ETF,iShares Russell 1000 ETF,958743000,America/New_York,EST,7594540a-1cf2-36d8-8070-e83eb58f3b71,finmb_8797637,-18000000,,1-800-474-2737,,,,,
"The underlying index includes municipal bonds, the interest of which is exempt from Federal income taxes and not subject to alternative minimum tax. The fund will invest at least 80% of its assets in the component securities of the underlying index and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index.",86400,2,106.269,106.52,106.31,106.685,106.269,106.52,106.31,106.685,,3205416,3205416,4253261,4338650,4338650,106.4,106.45,3100,1100,0.0301,40387555328,105.0,108.81,106.9652,107.1843,,,106.18062,USD,Muni National Interm,-0.0024402,0.9,iShares,1189123200,Exchange Traded Fund,0.0011441,0.0069934,PCX,ETF,MUB,MUB,iShares National Muni Bond ETF,iShares National Muni Bond ETF,1189431000,America/New_York,EST,35e6db89-d010-395e-9ef4-8329020304f6,finmb_37088920,-18000000,,1-800-474-2737,,,,,
"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index (i.e., depositary receipts representing securities of the underlying index) and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",86400,2,92.07,90.61,90.08,91.84,92.07,90.61,90.08,91.84,21.959433,1444990,1444990,1581748,1314900,1314900,90.8,92.0,1200,1000,0.0127,38388453376,76.49,96.01,91.6984,86.22995,0.802,0.008710763,92.62948,USD,Mid-Cap Blend,0.0478507,1.09,iShares,995328000,Exchange Traded Fund,0.08391151,0.104280196,PCX,ETF,IWR,IWR,iShares Russell Mid-Cap ETF,iShares Russell Mid-Cap ETF,998919000,America/New_York,EST,03ce6fe4-cf5b-3ab8-b974-9b6e59e6286d,finmb_8797774,-18000000,,1-800-474-2737,,,,,
"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies from the following industries: pharmaceuticals; health care equipment & supplies; health care providers & services; biotechnology; life sciences tools & services; and health care technology. The fund is non-diversified.",86400,2,146.87,145.98,145.94,148.1599,146.87,145.98,145.94,148.1599,33.76639,12975070,12975070,8048708,8635040,8635040,147.25,147.94,1200,1100,0.0167,36395663360,135.95,159.64,142.2088,147.00395,1.81,0.012323824,144.35005,USD,Health,0.0489932,0.64,SPDR State Street Global Advisors,913766400,Exchange Traded Fund,0.0545692,0.0881259,PCX,ETF,XLV,XLV,SPDR Select Sector Fund - Healt,The Health Care Select Sector SPDR Fund,914337000,America/New_York,EST,72ee34b0-f83a-34a3-bba0-c460262a0e63,finmb_8795490,-18000000,,,,,,,
"The fund employs an indexing investment approach designed to track the performance of the FTSE All-World ex US Index. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",86400,2,59.37,58.37,58.27,59.06,59.37,58.37,58.27,59.06,15.633889,4831202,4831202,2848393,2314940,2314940,57.32,59.4,4000,3100,0.0324,55838556160,54.86,63.81,58.8146,59.6897,1.211,0.020397507,59.51,USD,Foreign Large Blend,0.0369274,1.03,Vanguard,1172793600,Exchange Traded Fund,0.033413302,0.0515765,PCX,ETF,VEU,VEU,Vanguard FTSE All World Ex US E,Vanguard FTSE All-World ex-US Index Fund ETF Shares,1173364200,America/New_York,EST,8a57b8b4-c999-32ed-860a-6bad873d279c,finmb_33142113,-18000000,,,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted market capitalization weighted index designed to measure the combined equity market performance of developed and emerging markets countries, excluding the United States.",86400,2,68.4,67.18,67.0902,68.03,68.4,67.18,67.0902,68.03,15.804614,2510075,2510075,1814768,1297530,1297530,65.7,67.69,100,200,0.033299997,37380669440,63.3,73.53,67.7454,68.77095,,,68.43508,USD,Foreign Large Blend,0.0365891,1.04,iShares,1350518400,Exchange Traded Fund,0.0307733,0.049433798,NGM,ETF,IXUS,IXUS,iShares Core MSCI Total Interna,iShares Core MSCI Total International Stock ETF,1351085400,America/New_York,EST,6b8a80e6-a057-3b01-8f0f-27769af8f699,finmb_223235654,-18000000,,1-800-474-2737,,,,,
"To pursue its goal, the fund generally invests in stocks that are included in the Dow Jones U.S. Large-Cap Growth Total Stock Market Index. The index includes the large-cap growth portion of the Dow Jones U.S. Total Stock Market Index actually available to investors in the marketplace. The Dow Jones U.S. Large-Cap Growth Total Stock Market Index includes the components ranked 1-750 by full market capitalization and that are classified as ""growth"" based on a number of factors.",86400,2,28.45,27.89,27.8,28.33,28.45,27.89,27.8,28.33,37.786293,12752962,12752962,7332810,10543830,10543830,28.39,28.26,40700,45900,0.0039,37137985536,21.68,29.14,28.2338,25.79705,,,28.89,USD,Large Growth,0.0369573,1.17,Schwab ETFs,1260489600,Exchange Traded Fund,0.1777805,0.1959576,PCX,ETF,SCHG,SCHG,Schwab U.S. Large-Cap Growth ET,Schwab U.S. Large-Cap Growth ETF,1262615400,America/New_York,EST,7c2ec218-42db-3112-9d7c-58b93365715a,finmb_83018900,-18000000,,1-800-435-4000,,,,,
