symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
VGIT;Vanguard Intermediate-Term Treasury ETF;Fixed Income;3,085E+13;86400;10345;5703;6082;582654;5802;USD;Intermediate Government;-138225;-38871;The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. Treasury 3-10 Year Index. This index includes fixed income securities issued by the U.S. Treasury (not including inflation-protected bonds, floating rate securities and certain other security types), with maturities between 3 and 10 years. At least 80% of the fund's assets will be invested in bonds included in the index.;5811;5813;6600;8600
LQD;iShares iBoxx $ Investment Grade Corporate Bond ETF;Fixed Income;3,012E+13;86400;26207;10414;11407;1079298;10708143;USD;Corporate Bond;-21697199;-54784;The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The underlying index is designed to provide a broad representation of the U.S. dollar-denominated liquid investment-grade corporate bond market.;1054;10796;3000;3200
GOVT;iShares U.S. Treasury Bond ETF;Fixed Income;2,98E+13;86400;-21758102;2208;2369;226042;2246776;USD;Intermediate Government;-23558801;-10077501;The fund will invest at least 80% of its assets in the component securities of the underlying index and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index includes publicly-issued U.S. Treasury securities that have a remaining maturity greater than one year and less than or equal to thirty years and have $300 million or more of outstanding face value.;2252;2253;306000;308800
JPST;JPMorgan Ultra-Short Income ETF;Fixed Income;2,88E+13;86400;31764999;502;5075;504918;5052;USD;Ultrashort Bond;405927;28284099;"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its assets in investment grade, U.S. dollar denominated short-term fixed, variable and floating rate debt. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. As part of its principal investment strategy, it may invest in corporate securities, asset-backed securities, mortgage-backed and mortgage-related securities, and high quality money market instruments such as commercial paper and certificates of deposit.";5041;5042;40000;27000
VONG;Vanguard Russell 1000 Growth ETF;Equity;2,649E+13;86400;35527598;8108;10797;1044816;10695;USD;Large Growth;1637776;1875482;The index is designed to measure the performance of large-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund may become non-diversified, as defined under the Investment Company Act of 1940, solely as a result of a change in relative market capitalization or index weighting of one or more constituents of the index.;10408;10442;500;500
COWZ;Pacer US Cash Cows 100 ETF;Equity;2,585E+13;86400;387748;511;6192;585578;586497;USD;Mid-Cap Value;1037362;16435342;"Under normal circumstances, at least 80% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index. The index uses an objective, rules-based methodology to provide exposure to large and mid-capitalization U.S. companies with high free cash flow yields. Companies with high free cash flow yields are commonly referred to as ""cash cows"".";5706;5797;3100;1800
SPYV;SPDR Portfolio S&P 500 Value ETF;Equity;2,57E+13;86400;277669;4642;5542;527288;5256035;USD;Large Value;112142;1109256;The fund employs a sampling strategy in seeking to track the performance of the S&P 500 Value Index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization value segment of the U.S. equity market.;5125;5231;2900;800
MGK;Vanguard Mega Cap Growth ETF;Equity;2,567E+13;86400;297312;26699;35861;3466912;35362;USD;Large Growth;1612483;18946409;The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.;34311;34758;900;900
TQQQ;ProShares UltraPro QQQ;Equity;2,522E+13;86400;962972;488;9379;82788;867908;USD;Trading--Leveraged Equity;16117069;2950619;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index includes 100 of the largest domestic and international non-financial companies listed on The Nasdaq Stock Market based on market capitalization. The fund is non-diversified.;8064;8071;100;500
MDY;SPDR S&P Midcap 400 ETF Trust;Equity;2,47E+13;86400;49001;49553;62413;591024;59774;USD;Mid-Cap Blend;887899;1112421;The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the “Portfolio”), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.;57649;5870;1000;800
XLY;Consumer Discretionary Select Sector SPDR Fund;Equity;2,465E+13;86400;252284;16648;24028;2271662;23007948;USD;Consumer Cyclical;89213;1376875;The Advisor employs a replication strategy. The fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Consumer Discretionary companies by the Global Industry Classification Standard (GICS®). It is non-diversified.;23056;23157;900;1000
USMV;iShares MSCI USA Min Vol Factor ETF;Equity;2,358E+13;86400;24214398;7931;9483;91077;9096808;USD;Large Blend;82703;79293996;The fund will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index measures the performance of large and mid-capitalization equity securities listed on stock exchanges in the U.S. that, in the aggregate, have lower volatility relative to the large- and mid-cap U.S. equity market.;9135;9355;900;1400
